REFNUM,UTMZONE,UTMEASTING,UTMNORTHIN
"77001160","18","285680","4434360"
"79002224","17","575180","4664140"
"71000702","18","469200","4410880"
"78002397","17","577420","4665940"
"77001161","18","327050","4445930"
"76001630","18","338350","4457740"
"74001779","18","285620","4436610"
"79003178","18","384220","4527500"
"73001631","17","607010","4437590"
"79003181","18","387520","4552160"
"79003182","18","388440","4545520"
"79003185","18","374970","4526050"
"78002399","17","622740","4407130"
"81000542","17","620460","4430240"
"80003494","17","595780","4430660"
"78002398","17","594850","4430500"
"75001641","17","595250","4430650"
"77001164","18","455510","4414950"
"79003193","18","380980","4551660"
"79003194","18","379760","4552970"
"79003196","18","372520","4529900"
"80003525","18","390320","4432540"
"79003197","18","372640","4528550"
"78002415","18","388740","4432630"
"78002381","17","570770","4609640"
"76001646","18","390090","4430560"
"79002255","18","388480","4432580"
"79003189","18","375940","4529190"
"80003524","18","388540","4432670"
"72001128","18","388420","4432740"
"71000704","18","472160","4427220"
"73001627","18","460400","4416620"
"76001635","18","352520","4450230"
"73001621","18","352540","4451276"
"75001621","18","518870","4451960"
"75001644","18","411210","4427540"
"77001163","18","471810","4428860"
"80003504","17","656420","4498400"
"79002254","18","399420","4448280"
"80003515","18","363200","4445290"
"78002391","18","456010","4414480"
"79002253","18","371730","4431910"
"79002237","17","649040","4502730"
"79002243","17","653300","4510200"
"79002242","17","662060","4508510"
"72001119","18","474290","4412120"
"79002241","17","662060","4508510"
"77001171","18","358420","4437640"
"79002244","17","660760","4558380"
"80003484","18","474780","4420330"
"82003790","17","661080","4557080"
"70000546","18","473850","4413930"
"79002197","18","440620","4429040"
"78002367","18","301460","4529955"
"79002186","17","733880","4530767"
"79002249","18","290460","4485270"
"74001766","18","437800","4523790"
"79002248","18","297060","4489040"
"74001764","18","437060","4523700"
"79002178","17","676800","4465720"
"80003451","17","676820","4465820"
"72001100","17","676640","4466010"
"80003450","17","692720","4484020"
"80003449","17","692850","4483720"
"76001610","17","600400","4511560"
"76001610","17","600450","4511880"
"77001133","17","572820","4515920"
"79002177","17","593020","4523400"
"74001784","18","272620","4424000"
"70000548","18","272767","4424151"
"70000549","18","272744","4424152"
"74001783","18","274740","4430760"
"77001168","18","275290","4423020"
"72001123","18","251420","4412590"
"79002232","18","254920","4408480"
"79002201","18","450990","4435800"
"79002234","18","248190","4409120"
"79002230","18","267060","4406550"
"78002412","18","444380","4584100"
"73001606","18","443680","4433790"
"80003503","18","255030","4454360"
"79002251","18","444640","4584670"
"79002236","17","742610","4475100"
"76001643","17","587430","4416880"
"73001634","17","574840","4415590"
"79002235","17","569500","4416700"
"75001642","18","281580","4401210"
"80003497","18","266720","4406700"
"76001642","18","243670","4424400"
"74001786","18","262210","4405140"
"74001791","18","379289","4466037"
"75001647","18","379000","4466600"
"80003550","18","364280","4463220"
"80003548","18","391970","4469280"
"78002424","18","378580","4465980"
"75001651","18","362660","4466980"
"78002423","18","371250","4465070"
"80003500","18","258360","4409060"
"76001640","18","272740","4423790"
"80003496","18","279260","4403540"
"80003498","18","255880","4413600"
"81000550","18","460420","4494660"
"79002231","18","255630","4405340"
"77001173","18","457600","4488560"
"70000545","18","475590","4425760"
"79002223","18","470000","4417770"
"72001129","18","388550","4432580"
"76001645","18","444520","4584340"
"78002392","18","477500","4418800"
"76001648","18","332050","4567400"
"78002413","18","445220","4587370"
"72001135","18","331860","4567120"
"81000544","18","444730","4584260"
"79002258","18","388600","4432450"
"78002429","18","331620","4567100"
"76001644","18","444680","4584450"
"80003523","18","395030","4431320"
"80003571","18","346400","4566340"
"78002393","18","468890","4430940"
"80003533","18","368020","4435270"
"71000708","18","392222","4426182"
"79002294","18","350250","4562440"
"78002345","18","424810","4491830"
"79002260","18","367400","4434840"
"74001789","18","389240","4445720"
"78002416","18","394040","4432700"
"78002422","18","409650","4443000"
"76002156","17","694990","4647430"
"80003580","18","471500","4444100"
"73001637","18","371880","4441000"
"82003761","18","422210","4466160"
"77001166","18","455260","4415900"
"80003485","18","475700","4420440"
"70000547","18","469360","4415020"
"78002430","17","546760","4592500"
"80003487","18","468680","4413665"
"71000711","18","465160","4448510"
"72001093","18","423040","4465230"
"75001659","18","314420","4476460"
"80003595","18","304040","4468030"
"79002315","18","344130","4550660"
"80003590","18","347830","4551110"
"76001649","18","282070","4497060"
"70000551","18","464060","4447650"
"71000703","18","469080","4410220"
"80003572","18","484700","4538430"
"71000716","18","487420","4422230"
"78002442","18","486600","4422410"
"78002432","18","474170","4523600"
"73001639","18","389180","4469330"
"80003546","18","376530","4464470"
"80003545","18","379440","4466200"
"82001543","18","485360","4422220"
"79002287","18","390050","4461260"
"75001650","18","395900","4467010"
"74001800","18","348700","4524740"
"79002286","18","364720","4459500"
"71000695","18","441770","4422280"
"79002297","18","483295","4536840"
"74001799","18","346230","4536360"
"77001182","18","485890","4421880"
"77001180","18","344260","4542370"
"73001659","18","348260","4551080"
"82003808","18","486845","4421915"
"71000718","18","484200","4433280"
"72001145","18","484320","4432940"
"81000548","18","454970","4492610"
"79002228","18","272420","4423480"
"79002288","18","460180","4494560"
"78002425","18","460760","4494510"
"78002472","18","375140","4586640"
"79002291","18","424740","4568180"
"78002473","18","427240","4631270"
"72001134","18","425700","4566280"
"72001177","18","449570","4643660"
"71000721","18","484000","4422560"
"75001667","18","323670","4651330"
"77001152","18","442040","4422240"
"77001195","18","323880","4651170"
"72001133","18","425860","4566430"
"78002427","18","428600","4572370"
"79002347","18","341160","4536190"
"79002293","18","429560","4573390"
"80003609","18","484270","4424465"
"75001665","18","451610","4645740"
"77001154","18","456750","4439930"
"77001196","18","308440","4624010"
"78002435","18","490570","4446560"
"80003576","18","481400","4441840"
"78002474","18","335000","4553920"
"80003566","18","426320","4566820"
"76001654","18","483900","4443680"
"76001653","18","480220","4442500"
"78002475","18","341600","4536510"
"80003565","18","427700","4567320"
"76001675","18","334400","4536300"
"73001645","18","468030","4460030"
"78002444","18","483810","4422160"
"75001668","18","341560","4537580"
"76001625","18","446630","4431090"
"76001661","18","484840","4416100"
"80003564","18","426100","4566100"
"72001178","18","332580","4527080"
"72001179","18","332600","4526960"
"70000550","18","427760","4572130"
"79002290","18","458620","4480260"
"71000712","18","475560","4436110"
"74001729","18","307920","4411320"
"80003641","18","327390","4532085"
"72001132","18","425700","4566300"
"76001592","18","308050","4411540"
"77001174","18","458430","4497060"
"78002426","18","458910","4486540"
"79002289","18","466700","4483660"
"80003625","18","494680","4579360"
"80003626","18","516620","4574500"
"76001673","17","747530","4628400"
"75001664","17","747640","4628830"
"80003627","18","382740","4489160"
"78002465","18","399010","4503730"
"75001670","17","597430","4583440"
"78002477","17","607860","4587640"
"74001773","18","442730","4445970"
"74001772","18","442320","4446630"
"80003551","18","390080","4461430"
"82003800","18","488650","4435460"
"77001197","17","607840","4587730"
"77001198","17","653810","4634420"
"75001631","18","451200","4438820"
"77001172","18","455820","4492040"
"75001671","17","653710","4634200"
"75001672","17","653770","4634370"
"76001655","18","478350","4428600"
"78002469","18","417920","4516490"
"80003581","18","468620","4448350"
"79002304","18","468170","4445180"
"77001193","18","417860","4516440"
"73001648","18","461020","4468680"
"79002345","18","342080","4517900"
"79002345","18","341970","4517900"
"73001647","18","465840","4455260"
"78002470","18","342920","4518080"
"79002346","17","642660","4400720"
"80003634","17","664040","4430390"
"78002480","17","543220","4459450"
"80003557","18","454740","4502680"
"80003542","17","544540","4524750"
"75001673","17","545820","4455960"
"73001614","18","444230","4440350"
"72001106","18","461570","4436200"
"73001613","18","461020","4433200"
"85001388","18","487530","4426080"
"85001389","18","393480","4440890"
"79002204","18","431980","4398440"
"85001390","18","427860","4461260"
"80003468","18","452480","4450220"
"76001684","18","349300","4420570"
"75001683","18","351720","4424740"
"78002489","18","352420","4426020"
"79002162","17","589580","4477800"
"78002358","18","470150","4476760"
"78002338","17","588650","4477460"
"78002337","17","589860","4477800"
"74001742","17","584360","4475950"
"76001656","18","478990","4453110"
"78002441","18","486285","4422715"
"80003608","18","484810","4421920"
"74001797","18","444530","4454760"
"77001207","18","351650","4424470"
"82001545","18","484500","4430840"
"79002300","18","473300","4430140"
"78002385","18","296950","4447820"
"72001182","18","357504","4423860"
"75001682","18","352090","4424760"
"70000557","18","352830","4424980"
"77001206","18","372200","4426130"
"78002446","18","485695","4421670"
"72001122","17","575530","4664410"
"75001681","18","335360","4435220"
"80003610","18","485820","4421960"
"80003649","18","331510","4422150"
"72001181","18","329960","4407340"
"71000723","18","487450","4421280"
"80003582","18","471890","4431300"
"77001204","18","368090","4406410"
"79002349","17","594720","4435700"
"75001661","18","485730","4426330"
"79002369","18","370620","4424860"
"74001796","18","443890","4455260"
"73001653","18","466920","4452160"
"72001140","18","481310","4441320"
"75001680","18","412790","4607240"
"73001646","18","473400","4454790"
"80003648","17","609740","4452660"
"77001199","17","564623","4446912"
"79002368","17","604720","4451480"
"75001679","17","664812","4470052"
"74001807","17","589300","4432370"
"75001674","17","569100","4456810"
"78002486","17","635760","4461550"
"77001183","18","486440","4421570"
"74001808","17","549730","4440550"
"74001809","17","549757","4440566"
"71000724","18","484890","4422280"
"75001675","17","588000","4456116"
"73001656","18","471590","4449680"
"82003802","18","466700","4508340"
"76001678","17","574200","4450850"
"80003607","18","485880","4422090"
"74001810","17","585660","4429340"
"77001202","17","623480","4462340"
"74001747","17","585470","4475580"
"81000525","17","584760","4479860"
"76001683","18","352650","4424730"
"79002355","17","568630","4430140"
"71000737","18","352260","4424760"
"79002163","17","585600","4478110"
"80003604","18","485775","4421110"
"76001599","17","583420","4477990"
"73001657","18","467580","4496520"
"75001613","17","589970","4477940"
"80003583","18","482420","4504320"
"78002408","17","660700","4558160"
"79003177","18","385810","4556290"
"79003188","18","382520","4528520"
"79003186","18","376080","4537520"
"79003184","18","376460","4561340"
"79003183","18","374970","4559320"
"74001813","17","564160","4446700"
"79003198","18","377470","4563110"
"79003192","18","371080","4556480"
"79003179","18","386050","4551300"
"74001787","17","658740","4522340"
"74001812","17","564190","4446740"
"75001643","17","655750","4497720"
"78002407","17","656430","4498200"
"79002238","17","655950","4497980"
"78002406","17","656380","4498010"
"72001125","18","289140","4485730"
"79003191","18","378720","4529670"
"79003187","18","378140","4534200"
"79003176","18","385740","4571600"
"79003190","18","377020","4529200"
"74001811","17","579310","4437460"
"79003195","18","375300","4544030"
"79003180","18","386050","4551300"
"77001200","18","463980","4593580"
"78002483","18","483040","4596920"
"83002247","17","656220","4498080"
"76001650","18","473570","4531450"
"75001666","18","427260","4631260"
"76001657","18","461080","4455850"
"82003803","18","482980","4505710"
"73001658","18","467720","4496640"
"77001184","18","482740","4436130"
